id,voen,supplier_name,contract_count,total_amount_azn,last_contract_date,tender_types,buyer_examples,source
etender-sup-33,1603932001,"""NUR-E.A."" Məhdud Məsuliyyətli Cəmiyyəti",203,22518895.92,2026-06-17,Açıq Tender | Kotirovka | Bir mənbə | -,"AZƏRBAYCAN RESPUBLİKASI ƏDLİYYƏ NAZİRLİYİ | ""QƏBƏLƏ DÖVLƏT PEŞƏ TƏHSİL MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXS | ""NAXÇIVAN MUXTAR RESPUBLİKA XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ | HAVA NƏQLİYYATINDA BAŞ GÖMRÜK İDARƏSİ | ""AZƏRBAYCAN RESPUBLİKASI MALİYYƏ NAZİRLİYİNİN RƏQƏMSAL MALİYYƏ MƏRKƏZİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-34,1700311911,"""İNCİ GROUP OF COMPANİES"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",201,9906434.43,2026-06-09,Açıq Tender | Birbaşa | Bir mənbə | Kotirovka | -,"AZƏRBAYCAN RESPUBLİKASI ƏDLİYYƏ NAZİRLİYİ MƏHKƏMƏ EKSPERTİZASI MƏRKƏZİ | AZƏRBAYCAN RESPUBLİKASI FÖVQƏLADƏ HALLAR NAZİRLİYİNİN  AKADEMİYASI | AZƏRBAYCAN RESPUBLİKASI MİLLİ MƏCLİSİ | ""DÖVLƏT DƏNİZ VƏ LİMAN AGENTLİYİ"" PUBLİK HÜQUQİ ŞƏXSİ | AZƏRBAYCAN  MİLLİ  ELMLƏR AKADEMİYASI",etender.gov.az/api/contracts
etender-sup-35,1403201151,"""CASPİAN TECHNOLOGY GROUP"" Məhdud Məsuliyyətli Cəmiyyəti",198,16203280.43,2026-06-02,Kotirovka | Açıq Tender | Birbaşa | Bir mənbə | Təkliflər sorğusu | -,"AZƏRBAYCAN RESPUBLİKASI FÖVQƏLADƏ HALLAR NAZİRLİYİ DÖVLƏT YANĞINDAN MÜHAFİZƏ XİDMƏTİNİN AZƏRBAYCAN DÖVLƏT NEFT ŞİRKƏTİ OBYEKTLƏRİ ÜZRƏ YANĞINDAN MÜHAFİZƏ İDARƏSİ | AZƏRBAYCAN RESPUBLİKASININ XÜSUSİ RABİTƏ VƏ İNFORMASİYA TƏHLÜKƏSİZLİYİ DÖVLƏT XİDMƏTİ | ""AQRARKREDİT"" QAPALI SƏHMDAR CƏMİYYƏTİ BANK OLMAYAN KREDİT TƏŞKİLATI | AZƏRBAYCAN  RESPUBLİKASININ MALİYYƏ  NAZİRLİYİ YANINDA DÖVLƏT BORCUNUN VƏ MALİYYƏ  ÖHDƏLİKLƏRİNİN İDARƏ  EDİLMƏSİ  AGENTLİYİ | AZƏRBAYCAN RESPUBLİKASI XARİCİ İŞLƏR NAZİRLİYİ",etender.gov.az/api/contracts
etender-sup-36,1700184421,“Bakı şəhəri Dezinfeksiya Stansiyasının Səbail rayonlararası Bölməsi” MMC,195,27167417.63,2026-06-18,Kotirovka | Açıq Tender | Bir mənbə | Birbaşa | Təkliflər sorğusu | -,"AZƏRBAYCAN  RESPUBLİKASI DAXİLİ İŞLƏR NAZİRLİYİNİN MADDİ-TEXNİKİ TƏMİNAT BAŞ İDARƏSİNƏ BİLAVASİTƏ TABE OLAN MƏTBƏƏ | AZƏRBAYCAN RESPUBLİKASI PREZİDENTİNİN İŞLƏR İDARƏSİNİN TABELİYİNDƏ OLAN ""AZƏRBAYCAN NƏŞRİYYATI"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | AZƏRBAYCAN RESPUBLİKASI MÜDAFİƏ NAZİRLİYİ | AZƏRBAYCAN RESPUBLIKASI SƏHİYYƏ NAZİRLİYİ | AZƏRBAYCAN RESPUBLİKASININ KƏND TƏSƏRRÜFATI NAZİRLİYİ YANINDA AQRAR XİDMƏTLƏR AGENTLİYİ",etender.gov.az/api/contracts
etender-sup-37,4600021491,"""ULTRA TECHNOLOGİES"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ   ",194,110835525.79,2026-06-29,Açıq Tender | Bir mənbə | Kotirovka | Təkliflər sorğusu | -,"AZƏRBAYCAN RESPUBLİKASI TƏHSİL NAZİRLİYİ NƏZDİNDƏ TƏHSİL SİSTEMİNİN İNFORMASİYALAŞDIRILMASI İDARƏSİ | ""AZƏRBAYCAN DÖVLƏT İQTİSAD UNİVERSİTETİ"" PUBLİK HÜQUQİ ŞƏXS | AZƏRBAYCAN RESPUBLİKASININ MÜDAFİƏ SƏNAYESİ NAZİRLİYİ ""TƏHLÜKƏSİZLİK VƏ MÜHAFİZƏ İDARƏSİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | ""AZƏRBAYCAN BİZNESİNİN İNKİŞAFI FONDU"" AÇIQ SƏHMDAR CƏMİYYƏTİ | ""İQTİSADİ ZONALARIN İNKİŞAFI AGENTLİYİ"" PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
etender-sup-38,3100016211,"Azərbaycan Meliorasiya və Su Təsərrüfatı ASC-nin Su Təsərrüfatı Obyektlərinin Layihələndirilməsi üzrə Azərbaycan Dövlət İnstitutu ""AzDövSuTəsLayihə""",194,73092361.82,2026-05-14,Kotirovka | Açıq Tender | Bir mənbə | Təkliflər sorğusu | -,"NEFTÇALA SUVARMA SİSTEMLƏRİ İDARƏSİ | AZƏRBAYCAN DÖVLƏT SU EHTİYATLARI AGENTLİYİ ""REGİONAL SU MELİORASİYA XİDMƏTİ"" PUBLİK HÜQUQİ ŞƏXSİN NAXÇIVAN SU MELİORASİYA SİSTEMLƏRİNİN İSTİSMARI İDARƏSİ | AZƏRBAYCAN RESPUBLİKASI QAÇQINLARIN VƏ MƏCBURİ KÖÇKÜNLƏRİN İŞLƏRİ ÜZRƏ DÖVLƏT KOMİTƏSİ MƏNZİL İSTİSMAR DEPARTAMENTİ | ""REGİONAL SU MELİORASİYA XİDMƏTİ"" PUBLİK HÜQUQİ ŞƏXSİ | BƏRDƏ SU MELİORASİYA SİSTEMLƏRİNİN İSTİSMARI İDARƏSİ",etender.gov.az/api/contracts
etender-sup-39,1700243031,Azərbaycan Respublikası Ticarət və Sənaye Palatasının “Azərekspertiza” Birliyi,192,472877.41,2026-06-16,Birbaşa | Bir mənbə | Kotirovka | -,DÖVLƏT GÖMRÜK KOMİTƏSİ AKSİZLİ MALLAR ÜZRƏ BAŞ GÖMRÜK İDARƏSİ | AZƏRBAYCAN RESPUBLİKASININ İQTİSADİYYAT NAZİRLİYİ YANINDA DÖVLƏT VERGİ XİDMƏTİ | XAÇMAZ GÖMRÜK İDARƏSİ | GƏNCƏ GÖMRÜK İDARƏSİ | BALAKƏN GÖMRÜK İDARƏSİ,etender.gov.az/api/contracts
etender-sup-40,1001473201,"""BAKİNİTY DİSTRİBUTİON"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ	",191,44067896.72,2026-04-14,Açıq Tender | Bir mənbə | Birbaşa | Kotirovka | Təkliflər sorğusu | -,"""BAKI METROPOLİTENİ"" QAPALI SƏHMDAR CƏMİYYƏTİ | AZƏRBAYCAN RESPUBLİKASI BAŞ PROKURORLUĞU | ""AZƏRBAYCAN RESPUBLİKASI İQTİSADİYYAT NAZİRLİYİNİN TİKİNTİ-TƏCHİZAT BİRLİYİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | ""İNNOVASİYALAR MƏRKƏZİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | AZƏRBAYCAN  RESPUBLİKASININ MALİYYƏ  NAZİRLİYİ YANINDA DÖVLƏT BORCUNUN VƏ MALİYYƏ  ÖHDƏLİKLƏRİNİN İDARƏ  EDİLMƏSİ  AGENTLİYİ",etender.gov.az/api/contracts
etender-sup-41,2602970051,"""DRESS UNİFORM"" Məhdud Məsuliyyətli Cəmiyyəti",189,8422937.18,2026-06-23,Kotirovka | Bir mənbə | Açıq Tender | -,"""ENERJİ MƏSƏLƏLƏRİNİ TƏNZİMLƏMƏ AGENTLİYİ"" PUBLİK HÜQUQİ ŞƏXS | ŞUŞA DÖVLƏT MUSİQİLİ DRAM TEATRI | KƏNGƏRLİ RAYON KOMMUNAL MÜƏSSİSƏLƏRİ KOMBİNATI | AZƏRBAYCAN RESPUBLİKASI ƏDLİYYƏ NAZİRLİYİ MƏHKƏMƏ EKSPERTİZASI MƏRKƏZİ | AZƏRBAYCAN RESPUBLİKASI ƏMƏK VƏ ƏHALİNİN SOSİAL MÜDAFİƏSİ NAZİRLİYİ",etender.gov.az/api/contracts
etender-sup-42,1500515761,"""Azərmətbuatyayım"" ASC-nin Biləsuvar  rayon ""Mətbuatyayım"" şöbəsi",189,2390757.12,2026-06-01,Birbaşa | Kotirovka | Bir mənbə | Açıq Tender | -,ŞƏMKİR SU MELİORASİYA SİSTEMLƏRİNİN İSTİSMARI İDARƏSİ | QARABAĞ REGİONAL TƏHSİL İDARƏSİ | AZƏRBAYCAN RESPUBLİKASI ELM VƏ TƏHSİL NAZİRLİYİ YANINDA MƏKTƏBƏQƏDƏR VƏ ÜMUMİ TƏHSİL ÜZRƏ DÖVLƏT AGENTLİYİNİN ŞƏKİ-ZAQATALA REGİONAL TƏHSİL İDARƏSİ | AZƏRBAYCAN RESPUBLİKASI DÖVLƏT ARXİVİNİN ŞƏMKİR FİLİALI | ŞƏMKİR RAYONU İCRA HAKİMİYYƏTİ BAŞÇISININ QILINCBƏYLİ KƏND İNZİBATİ ƏRAZİ DAİRƏSİ ÜZRƏ NÜMAYƏNDƏLİYİ,etender.gov.az/api/contracts
etender-sup-43,1003268241,"""NBA TECHNOLOGİES INTERNATİONAL"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",186,304749.70,2026-05-13,Bir mənbə | Birbaşa | Kotirovka | Açıq Tender,"""ŞABRAN RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ | ""CƏLİLABAD RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ | HEYDƏR ƏLİYEV MƏRKƏZİ | ""KLİNİKİ TİBBİ MƏRKƏZ"" PUBLİK HÜQUQİ ŞƏXSİ | ""DAŞKƏSƏN RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXS",etender.gov.az/api/contracts
etender-sup-44,9900001621,"Azərbaycan Respublikasının Dövlət Neft Şirkəti ""Azəriqaz"" İstehsalat Birliyi",185,2172549.96,2026-05-08,Birbaşa | Bir mənbə,"GƏDƏBƏY SU MELİORASİYA SİSTEMLƏRİNİN İSTİSMARI İDARƏSİ | ŞİRVAN SUVARMA KANALININ İSTİSMAR İDARƏSİ | ""YEVLAX RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ | ""LAÇIN RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ | BALAKƏN GÖMRÜK İDARƏSİ",etender.gov.az/api/contracts
etender-sup-45,1500784131,“Pressinform” Məhdud Məsuliyyətli Cəmiyyəti ,180,1233768.33,2026-06-19,Birbaşa | Kotirovka | Açıq Tender | Bir mənbə,"""MİNGƏŞEVİR REGİONAL XÜSUSİ TƏHLÜKƏLİ İNFEKSİYALARA NƏZARƏT MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ | İMİŞLİ SU MELİORASİYA SİSTEMLƏRİNİN İSTİSMARI İDARƏSİ | AZƏRBAYCAN RESPUBLİKASI KƏND TƏSƏRRÜFATI NAZİRLİYİ OĞUZ DÖVLƏT AQRAR İNKİŞAF MƏRKƏZİ | ""BAKI MÜHƏNDİSLİK UNİVERSİTETİ"" PUBLİK HÜQUQİ ŞƏXSİ | OĞUZ SU MELİORASİYA SİSTEMLƏRİNİN İSTİSMARI İDARƏSİ",etender.gov.az/api/contracts
etender-sup-46,1005265621,"""BEST TECH"" Məhdud Məsuliyyətli Cəmiyyəti	",176,3821246.43,2026-06-11,Kotirovka | Açıq Tender | Bir mənbə | Birbaşa | -,"AZƏRBAYCAN RESPUBLİKASININ MİLLİ DEPOZİT MƏRKƏZİ | ""SEDAM"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | AZƏRBAYCAN RESPUBLİKASI ELM VƏ TƏHSİL NAZİRLİYİ YANINDA MƏKTƏBƏQƏDƏR VƏ ÜMUMİ TƏHSİL ÜZRƏ DÖVLƏT AGENTLİYİNİN LƏNKƏRAN-ASTARA REGİONAL TƏHSİL İDARƏSİ | ""AZƏRBAYCAN RESPUBLİKASI DÖVLƏT EHTİYATLARI AGENTLİYİ"" PUBLİK HÜQUQİ ŞƏXSİ | ""DOST İŞ MƏRKƏZİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-47,1502350481,"""KRİPTO LAB"" Məhdud Məsuliyyətli Cəmiyyəti",176,280303444.30,2026-05-22,"Açıq Tender | Kotirovka | Bir mənbə | Açıq Tender (3,0 milyon ABŞ dollarının manat ekvivalentindən çox) | Təkliflər sorğusu","""İNNOVASİYA VƏ TƏCHİZAT MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ | AZƏRBAYCAN RESPUBLİKASI DÖVLƏT SƏRHƏD XİDMƏTİ | ""YENİ KLİNİKA"" PUBLİK HÜQUQİ ŞƏXSİ | ""SƏHİYYƏNİN TƏMİNAT MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ | ""LƏNKƏRAN RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
etender-sup-48,1604426651,"“FİRE GROUP"" Məhdud Məsuliyyətli Cəmiyyəti ",172,3570111.81,2026-06-12,Açıq Tender | Kotirovka | Bir mənbə | Birbaşa | Təkliflər sorğusu,"""AZƏRBAYCAN YERÜSTÜ NƏQLİYYAT AGENTLİYİ"" PUBLİK HÜQUQİ ŞƏXSİ | AZƏRBAYCAN RESPUBLİKASI MÜDAFİƏ NAZİRLİYİ | ""QUSAR RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ | ""RESPUBLİKA ENDOKRİNOLOJİ MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ | ""QARABAĞ UNİVERSİTETİNİN KLİNİKASI"" PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
etender-sup-49,9900044741,"""Bakı Telefon Rabitəsi"" MMC-nin hüquqi varisi ""Aztelekom"" MMC",169,5924657.91,2026-02-25,Bir mənbə | Birbaşa | -,"""ELMİ-TƏDQİQAT MAMALIQ VƏ GİNEKOLOGİYA İNSTİTUTU"" PUBLİK HÜQUQİ ŞƏXSİ | ""BAKI ŞƏHƏR İŞIĞI"" ELEKTRİK ŞƏBƏKƏ MÜƏSSİSƏSİ | ""V.Y. AXUNDOV ADINA ELMİ-TƏDQİQAT TİBBİ PROFİLAKTİKA İNSTİTUTU""  PUBLİK HÜQUQİ ŞƏXSİ | AKADEMİK ZƏRİFƏ ƏLİYEVA ADINA MİLLİ OFTALMOLOGİYA MƏRKƏZİ | AZƏRBAYCAN RESPUBLİKASININ ƏDLİYYƏ NAZİRLİYİ  ""PENİTENSİAR XİDMƏTİN  TƏCHİZAT İDARƏSİ""",etender.gov.az/api/contracts
etender-sup-50,1500040601,Nəqliyyat vasitələrinin cari təmiri xidmətinin alınmas,168,20239710.67,2026-06-22,Bir mənbə | Açıq Tender | Birbaşa | İki mərhələli tender | Kotirovka | Təkliflər sorğusu | -,"AZƏRBAYCAN RESPUBLİKASI PREZİDENTİNİN TƏHLÜKƏSİZLİK XİDMƏTİ MİLLİ QVARDİYA | ""AZƏRBAYCAN DÖVLƏT NEFT VƏ SƏNAYE UNİVERSİTETİ"" PUBLİK HÜQUQİ ŞƏXSİ | AZƏRBAYCAN RESPUBLİKASİ DÖVLƏT GÖMRÜK KOMİTƏSİ | ""AZƏRDÖVLƏTSƏNAYELAYİHƏ"" DÖVLƏT LAYİHƏ İNSTİTUTU | ""HEYDƏR ƏLİYEV ADINA İDMAN-KONSERT KOMPLEKSİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-51,1405058441,"""GLOBAL STATIONERY OFFICE"" Məhdud Məsuliyyətli Cəmiyyəti.",165,12788148.51,2026-06-12,Açıq Tender | Kotirovka | Bir mənbə | Təkliflər sorğusu,"""İÇƏRİŞƏHƏR"" DÖVLƏT TARİX-MEMARLIQ QORUĞU İDARƏSİ PUBLİK HÜQUQİ ŞƏXSİ | AZƏRBAYCAN TELEVİZİYA VƏ RADİO VERİLİŞLƏRİ QAPALI SƏHMDAR CƏMİYYƏTİ | ""QƏBƏLƏ RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ | AZƏRBAYCAN RESPUBLİKASI MÜDAFİƏ NAZİRLİYİ | AZƏRBAYCAN RESPUBLİKASININ KƏND TƏSƏRRÜFATI NAZİRLİYİ YANINDA AQRAR XİDMƏTLƏR AGENTLİYİ",etender.gov.az/api/contracts
etender-sup-52,9900003611,Azərbaycan Respublikası Fövqəladə Hallar Nazirliyi Sənayedə İşlərin Təhlükəsiz Görülməsi və Dağ-Mədən Nəzarəti Dövlət Agentliyi Azərbaycan Dövlət Əməyin Mühafizəsi və Təhlükəsizlik Texnikası Elmi-Tədqiqat İnstitutu,163,123199049.87,2026-06-22,"Kotirovka | Birbaşa | Bir mənbə | Açıq Tender | Açıq Tender (3,0 milyon ABŞ dollarının manat ekvivalentindən çox) | Təkliflər sorğusu | -","BAKI ŞƏHƏRİ İCRA HAKİMİYYƏTİ YAŞILLAŞDIRMA MÜƏSSİSƏLƏRİNİN BAŞ İSTEHSALAT İDARƏSİNİN AĞAC-BƏZƏK BİTKİLƏRİ SOVXOZU | AZƏRBAYCAN RESPUBLİKASI KƏND TƏSƏRRÜFATI NAZİRLİYİ YANINDA AQRAR KREDİT VƏ İNKİŞAF AGENTLİYİ | ""YEVLAX RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ | MİNGƏÇEVİR ŞƏHƏR YAŞILLAŞDIRMA VƏ SANİTAR-TƏMİZLİK İDARƏSİ | GƏNCƏ-DAŞKƏSƏN REGİONAL MƏDƏNİYYƏT İDARƏSİ",etender.gov.az/api/contracts
etender-sup-53,3101071221,"19.09.2012-ci il tarixdən fəaliyyətə başlamış ""AKURD"" MMC -06.09.2024-cü il tarixindən adını dəyişərək ""NEOSOL"" MMC olaraq fəaliyyəti davam edir.",163,3856266.42,2026-06-19,Açıq Tender | Kotirovka | Bir mənbə | Birbaşa,"""SİYƏZƏN RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ | NAXÇIVAN MUXTAR RESPUBLİKASININ FÖVQƏLADƏ HALLAR NAZİRLİYİ | AZƏRBAYCAN RESPUBLİKASI İNSAN HÜQUQLARI ÜZRƏ MÜVƏKKİLİ  (OMBUDSMAN) | Bakı şəhəri Yasamal Rayon İcra Hakimiyyəti | DÖVLƏT RADİOTEZLİKLƏR İDARƏSİ",etender.gov.az/api/contracts
etender-sup-54,1300234641,"""Frekans Construction and Energy Company"" MMC və “UĞUR Tikinti” MMC hüquqi şəxs yaratmadan birgə fəaliyyət göstərən müəssisələr birliyi (konsorsium)",163,27016941.22,2026-05-20,Açıq Tender | Kotirovka | Bir mənbə | Birbaşa,"""ZƏRDAB RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ | ""BEYLƏQAN RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ | ""AKADEMİK M.Ə.MİRQASIMOV ADINA RESPUBLİKA KLİNİK XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ | ""ŞAMAXI RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ | ""M.Ə.ƏFƏNDİYEV ADINA XƏTAİ TİBB MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
etender-sup-55,1300141651,"""BESTCOMP GROUP"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",160,280725716.63,2026-05-14,"Birbaşa | Açıq Tender | Bir mənbə | Açıq Tender (3,0 milyon ABŞ dollarının manat ekvivalentindən çox) | Təkliflər sorğusu | Kotirovka | -","NAXÇIVAN MR ƏDLİYYƏ NAZİRLİYİ | AZƏRBAYCAN RESPUBLİKASİNİN MALİYYƏ NAZİRLİYİ | ""AZƏRBAYCAN RESPUBLİKASININ MİNATƏMİZLƏMƏ AGENTLİYİ"" PUBLİK HÜQUQİ ŞƏXSİ | MƏHKƏMƏ-HÜQUQ ŞURASI | ""RƏQƏMSAL TİBBİ HƏLLƏR"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-56,1400837161,“Paşa Sığorta” Açıq Səhmdar Cəmiyyəti ,158,19630199.96,2026-06-25,Birbaşa | Kotirovka | Bir mənbə | Açıq Tender | Təkliflər sorğusu | -,"""ÇIRAQQALA-ŞABRAN"" DÖVLƏT TARİX-MƏDƏNİYYƏT QORUĞU | AZƏRBAYCAN RESPUBLİKASININ AİLƏ, QADIN VƏ UŞAQ PROBLEMLƏRİ ÜZRƏ DÖVLƏT KOMİTƏSİNİN ZƏRDAB UŞAQ VƏ AİLƏLƏRƏ DƏSTƏK MƏRKƏZİ | AZƏRBAYCAN RESPUBLİKASI AİLƏ,QADIN VƏ UŞAQ PROBLEMLƏRİ ÜZRƏ DÖVLƏT KOMİTƏSİ HACIQABUL UŞAQ VƏ AİLƏLƏRƏ DƏSTƏK MƏRKƏZİ | LERİK RAYON İCRA HAKİMİYYƏTİ | AZƏRBAYCAN RESPUBLİKASININ AİLƏ,QADIN VƏ UŞAQ PROBLEMLƏRİ ÜZRƏ DÖVLƏT KOMİTƏSİNİN AĞDAM UŞAQ VƏ AİLƏLƏRƏ DƏSTƏK MƏRKƏZİ",etender.gov.az/api/contracts
etender-sup-57,1405650101,"“Azərmaş Avto Servis "" Məhdud Məsuliyyətli Cəmiyyəti",156,3151866.42,2026-06-25,Bir mənbə | Birbaşa,"AZƏRBAYCAN RESPUBLİKASI DÖVLƏT MİQRASİYA XİDMƏTİ | AZƏRBAYCAN RESPUBLİKASI PREZİDENTİNİN TƏHLÜKƏSİZLİK XİDMƏTİ MİLLİ QVARDİYA | Azərbaycan Respublikası Milli Arxiv İdarəsi | AZƏRBAYCAN RESPUBLİKASININ DÖVLƏT TURİZM AGENTLİYİ | AZƏRBAYCAN RESPUBLİKASI FÖVQƏLADƏ HALLAR NAZİRLİYİ TİKİNTİDƏ TƏHLÜKƏSİZLİYƏ NƏZARƏT DÖVLƏT AGENTLİYİ ""AZKOMMUNLAYİHƏ"" KOMMUNAL LAYİHƏLƏNDİRMƏ İNSTİTUTU",etender.gov.az/api/contracts
etender-sup-58,1300226131,"""İNFİNİTECH"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ	",154,66696991.37,2026-05-07,"Kotirovka | Birbaşa | Bir mənbə | Açıq Tender | Açıq Tender (3,0 milyon ABŞ dollarının manat ekvivalentindən çox) | -","AZƏRBAYCAN RESPUBLİKASININ ENERGETİKA NAZİRLİYİ | AZƏRBAYCAN RESPUBLİKASININ RƏQƏMSAL İNKİŞAF VƏ NƏQLİYYAT NAZİRLİYİ | AZƏRBAYCAN RESPUBLİKASI GƏNCLƏR VƏ İDMAN NAZİRLİYİ | ""İRİ ŞƏHƏRLƏRİN BİRLƏŞMİŞ SU TƏCHİZATI XİDMƏTİ"" PUBLİK HÜQUQİ ŞƏXSİ | ""AZƏRİDMANSERVİS"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-59,6404432441,"“RƏZ "" Məhdud Məsuliyyətli Cəmiyyəti",152,3082722.07,2026-06-25,Kotirovka | Bir mənbə | Açıq Tender | Birbaşa,QƏBƏLƏ RAYON MƏNZİL İSTİSMAR VƏ KOMMUNAL MÜƏSSİSƏLƏRİ KOMBİNATI | ASTARA RAYON İCRA HAKİMİYYƏTİ | AZƏRBAYCAN MİLLİ ELMLƏR AKADEMİYASININ FOLKLOR İNSTİTUTU | AZƏRBAYCAN RESPUBLİKASI FÖVQƏLADƏ HALLAR NAZİRLİYİ SUMQAYIT REGİONAL MƏRKƏZİ | NAXÇIVAN MUXTAR RESPUBLİKASININ BAKI ŞƏHƏRİNDƏ DAİMİ NÜMAYƏNDƏLİYİ,etender.gov.az/api/contracts
etender-sup-60,1701688171,“Zeytun Pharmaceuticals” Məhdud Məsuliyyətli Cəmiyyəti ,151,726577163.51,2026-06-09,"Açıq Tender | Birbaşa | Bir mənbə | Açıq Tender (3,0 milyon ABŞ dollarının manat ekvivalentindən çox) | Təkliflər sorğusu | Kotirovka | -","""İNNOVASİYA VƏ TƏCHİZAT MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ | AZƏRBAYCAN RESPUBLİKASI DİN DAXİLİ QOŞUNLAR BAŞ İDARƏSİ | AZƏRBAYCAN RESPUBLİKASI ELM VƏ TƏHSİL NAZİRLİYİ YANINDA MƏKTƏBƏQƏDƏR VƏ ÜMUMİ TƏHSİL ÜZRƏ DÖVLƏT AGENTLİYİNİN ŞƏKİ-ZAQATALA REGİONAL TƏHSİL İDARƏSİ | ""QARABAĞ UNİVERSİTETİNİN KLİNİKASI"" PUBLİK HÜQUQİ ŞƏXSİ | ""AZƏRTİBBTƏCHİZAT"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-61,3500894061,"""REGİON YANĞIN TƏHLÜKƏSİZLİK SİSTEMLƏRİ SERVİSİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ	",149,1474431.05,2026-06-04,Kotirovka | Açıq Tender | Bir mənbə | Birbaşa,"""AZƏRAQRAR DÖVLƏT İSTEHSALAT VƏ EMAL BİRLİYİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | ""ELMİ-TƏDQİQAT MAMALIQ VƏ GİNEKOLOGİYA İNSTİTUTU"" PUBLİK HÜQUQİ ŞƏXSİ | ""ŞAMAXI RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ | ""KADASTR VƏ YERQURULUŞU LAYİHƏ-TƏDQİQAT MƏRKƏZİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | AZƏRBAYCAN RESPUBLİKASİNİN MALİYYƏ NAZİRLİYİ",etender.gov.az/api/contracts
